,B Cells,Basal,Endothelial,Fibroblasts,Intercalated,Ionocytes,Macrophages,Mucous,Myoepithelial,Myofibroblasts,RBCs,Schwann Cells,Seromucous,Serous,Striated,T Cells
MRPL51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GAPDH,0.0,0.18598079284032185,0.09150988260904948,0.03655062119166056,0.11928452253341675,0.2873823324839274,0.11437299648920694,0.1580206592877706,0.2613030195236206,0.12105911175409953,0.007518287499745687,0.031185472011566163,0.01466148296991984,0.010615730285644531,0.26805150508880615,0.06339799165725708
MLF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PTMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9412296334902446,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPI1,0.0,0.8004955450693766,0.0,0.0,0.786054011185964,0.8633080085118612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7688655257225037,0.0
C12orf57,0.0,0.8046994090080262,0.0,0.715008552869161,0.692766002813975,0.0,0.0,0.7242251714070638,0.8155825098355611,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
PHB2,0.0,0.0,0.0,0.0,0.9784700393676757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
C1S,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1R,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2M,0.0,0.0,0.9518009384473165,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
YBX3,0.0,0.8670777479807535,0.0,0.0,0.8451743761698405,0.8671121676762898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
PRH1,0.041401036580403644,0.025325838724772134,0.06361484130223592,0.03737884759902954,0.0,0.0087333083152771,0.045780591169993085,0.011465509732564291,0.028580530484517416,0.06980307102203369,0.059291680653889976,0.14124287764231364,0.10608565012613932,0.11306108633677164,0.029160388310750327,0.06156447728474935
PRR4,0.6079004327456157,0.0,0.0,0.0,0.0,0.0,0.6671975731849671,0.6034169554710388,0.0,0.0,0.0,0.7352222641309102,0.7368845661481221,0.7011432766914367,0.6,0.0
PRH2,0.05105895598729451,0.017471063137054443,0.04367689689000447,0.03424491882324219,0.0,0.009573002656300863,0.04634701410929362,0.009523693720499675,0.023527204990386963,0.041394805908203124,0.09099453290303548,0.08865130345026652,0.1384887933731079,0.08875830968221028,0.05247625509897868,0.07086673577626547
PRB3,0.0,0.5850334644317627,0.6408007939656576,0.0,0.4874257842699687,0.0,0.0,0.5300812125205994,0.5767303387324015,0.6195170958836873,0.0,0.6594211856524149,0.5010331233342489,0.4666666666666667,0.0,0.0
H2AJ,0.0,0.0,0.0,0.0,0.8309702674547831,0.9079948465029398,0.0,0.8168110251426697,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
MGP,0.0,0.0,0.622225308418274,0.7692896405855815,0.6962140242258708,0.0,0.0,0.0,0.6222976883252461,0.6045966506004333,0.5333333333333333,0.0,0.57260187069575,0.5632446726163228,0.0,0.0
ARHGDIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MGST1,0.0,0.0,0.0,0.0,0.9333333333333333,0.9627963900566101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ITPR2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKP2,0.0,0.0,0.0,0.0,0.9333333333333333,0.9764165163040162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC38A2,0.0,0.9470511396725972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
TMEM106C,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBA1B,0.0,0.0,0.7654104669888814,0.0,0.7690512259801229,0.84695383310318,0.7333333333333333,0.0,0.0,0.8440911491711934,0.0,0.0,0.0,0.0,0.0,0.0
TMBIM6,0.300876792271932,0.34863624970118207,0.31789896488189695,0.37267488638559976,0.48231075207392377,0.4409842530886332,0.2680258591969808,0.5321790456771851,0.2879998246828715,0.0,0.0,0.3737464706103007,0.0,0.26666666666666666,0.39809666872024535,0.0
AQP5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AQP5,0.06997986237208048,0.06666666666666667,0.10348534981409709,0.09999727408091227,0.11778964201609293,0.0,0.08975990613301595,0.510988183816274,0.10049223105112712,0.14550484816233317,0.13208950757980348,0.20218953291575115,0.2722519119580587,0.3114885687828064,0.10990035533905029,0.17853931983311971
COX14,0.0,0.0,0.0,0.0,0.0,0.9850275754928589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
TAMALIN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR4A1,0.0,0.0,0.0,0.0,0.8405881285667419,0.7516216397285461,0.0,0.8477758288383483,0.0,0.8167427102724711,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
KRT7,0.0,0.6579060236612956,0.0,0.0,0.7203398982683817,0.8235151807467143,0.0,0.649811327457428,0.6492586175600688,0.0,0.0,0.0,0.0,0.6,0.6442230463027954,0.0
KRT5,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9411166151364644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT8,0.0,0.7108453869819641,0.0,0.0,0.6751043876012166,0.787344737847646,0.0,0.6557658036549886,0.6398568471272786,0.0,0.0,0.0,0.0,0.6,0.6779607931772867,0.0
KRT18,0.0,0.6762304385503133,0.0,0.0,0.7200321912765503,0.8025487343470256,0.0,0.692438546816508,0.0,0.0,0.0,0.0,0.6,0.6353712519009908,0.6876533548037211,0.0
EIF4B,0.0,0.0,0.0,0.0,0.9668752113978069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
PFDN5,0.0,0.41302794218063354,0.3039872566858927,0.29033279021581015,0.3368795275688171,0.4043770949045817,0.31739534934361774,0.3170410990715027,0.3713542461395264,0.3231829841931661,0.0,0.0,0.0,0.26666666666666666,0.28699649969736735,0.34276131391525266
PCBP2,0.0,0.0,0.0,0.0,0.9125246365865072,0.9523213624954223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ATP5MC2,0.0,0.5454006950060527,0.0,0.0,0.5337977886199952,0.5911417285601298,0.4899422804514567,0.5255741119384766,0.49286521673202516,0.5048131704330444,0.0,0.0,0.0,0.4666666666666667,0.5008654395739237,0.0
HNRNPA1,0.0,0.7611537535985311,0.0,0.0,0.7506378769874573,0.7622678955396016,0.0,0.6977432012557984,0.7192108313242594,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
COPZ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MUCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BLOC1S1,0.0,0.0,0.0,0.0,0.9067971587181092,0.958359960714976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
CD63,0.0,0.3063168962796529,0.31541637182235716,0.4016626318295797,0.3467706084251404,0.3445660829544067,0.29176536401112874,0.39443208773930866,0.36109549601872765,0.35027647018432617,0.0,0.3262748996416728,0.0,0.26666666666666666,0.3023836612701416,0.0
RPS26,0.019107937812805176,0.27199302514394125,0.12148201862970988,0.10583087603251139,0.19529140790303548,0.16073678334554037,0.12874217033386232,0.21691964864730834,0.177583376566569,0.14301531314849852,0.006286680698394775,0.07882818380991617,0.0,0.037243719895680746,0.09558029572168986,0.19975902636845908
RPL41,0.00635675589243571,0.18128204743067425,0.04700999259948731,0.04737380743026733,0.1317756175994873,0.09923730293909709,0.07868944803873698,0.14438713391621907,0.14901582400004068,0.06508762439092,0.0,0.008453508218129476,0.0015807032585144043,0.008105814456939697,0.036516396204630534,0.10970619122187296
MYL6,0.0,0.254166575272878,0.3166428724924723,0.2444890817006429,0.322046959400177,0.5146766026814779,0.2734988808631897,0.3515842755635579,0.4366761843363444,0.34720712502797446,0.0,0.238302481174469,0.0,0.2,0.2548715631167094,0.2312376578648885
CNPY2,0.0,0.0,0.0,0.0,0.971381958325704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ATP5F1B,0.0,0.764193058013916,0.0,0.0,0.7077600320180257,0.7769670168558757,0.0,0.70230446656545,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.798306926091512,0.0
PTGES3,0.0,0.0,0.0,0.0,0.9174535195032756,0.9569240649541219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
NACA,0.010211372375488281,0.28328350782394407,0.08692297140757242,0.08853813807169596,0.20431248744328817,0.22750169038772583,0.16015175183614094,0.12887688080469767,0.20395852327346803,0.13585972388585407,0.0,0.015577288468678792,0.003984177112579345,0.017705726623535156,0.07923173904418945,0.09537912209828694
LRP1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WIF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMBIM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LYZ,0.0,0.0,0.0,0.0,0.8574480732282003,0.0,0.7842544595400492,0.7978392442067465,0.0,0.0,0.6666666666666666,0.0,0.6978953401247661,0.0,0.7286658167839051,0.0
TSPAN8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHLDA1,0.0,0.0,0.0,0.0,0.9055341800053914,0.9021994988123576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
NAP1L1,0.0,0.0,0.0,0.0,0.9863744974136353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
LUM,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTG1,0.0,0.828955348332723,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8434123198191324,0.0,0.0,0.0,0.0,0.0,0.8907542149225871
NUDT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NDUFA12,0.0,0.0,0.0,0.0,0.0,0.984493613243103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
SLC25A3,0.0,0.44093358516693115,0.35520110925038656,0.3965454618136088,0.4391776482264201,0.4350687106450399,0.3333333333333333,0.4044338345527649,0.42719903389612834,0.46236865123112997,0.0,0.0,0.0,0.3389284094174703,0.49739598035812377,0.0
ARL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CHPT1,0.0,0.8541911363601684,0.0,0.0,0.9035446842511495,0.0,0.0,0.8347241481145223,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
IGF1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSP90B1,0.0,0.0,0.0,0.0,0.8424412886301677,0.8498450120290121,0.0,0.87761416832606,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ISCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ARPC3,0.0,0.0,0.0,0.0,0.7719998280207316,0.8191295305887858,0.8264046510060629,0.7763622363408407,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
VPS29,0.0,0.0,0.0,0.0,0.0,0.9686192353566487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
PPP1CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ERP29,0.0,0.0,0.0,0.0,0.8485822598139445,0.8538907289505004,0.0,0.8462451299031576,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
RPL6,0.006615674495697022,0.22326979239781697,0.06265879869461059,0.07381091515223186,0.19155416488647461,0.16472417910893758,0.12822339137395222,0.12796612977981567,0.21643086671829223,0.09370730717976888,0.0,0.006807847817738851,0.0009465932846069336,0.0192676583925883,0.052137291431427,0.13146460056304932
TESC,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8887806216875712,0.913540776570638,0.0,0.0
PEBP1,0.0,0.5719264626502991,0.0,0.5731255213419596,0.598755931854248,0.6525959889094035,0.0,0.558037265141805,0.6137272596359253,0.0,0.0,0.0,0.0,0.5333333333333333,0.6103340864181519,0.0
RPLP0,0.0,0.4422965367635091,0.29273637135823566,0.3235681414604187,0.4438656051953634,0.36917481819788617,0.29807268381118773,0.37437554200490314,0.3346368074417114,0.2745117982228597,0.0,0.0,0.0,0.26666666666666666,0.27847185532251995,0.31623479127883913
COX6A1,0.0,0.6624230345090231,0.0,0.0,0.6506593624750773,0.7192168235778809,0.0,0.6331585764884948,0.6331585764884948,0.0,0.0,0.0,0.0,0.6,0.7180563688278199,0.0
SRSF9,0.0,0.0,0.0,0.0,0.912466299533844,0.9602908293406168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
DYNLL1,0.0,0.0,0.0,0.0,0.0,0.9899043480555216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ARL6IP4,0.0,0.7630126317342122,0.0,0.0,0.7737397273381551,0.8224768042564392,0.0,0.7641487161318461,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
TMED2,0.0,0.0,0.0,0.0,0.886580232779185,0.0,0.0,0.9075689395268758,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
UBC,0.0,0.3505599061648051,0.34922817945480344,0.2597789565722148,0.2672041455904643,0.29420945247014363,0.2194791595141093,0.2361365556716919,0.2520766099294027,0.22876487970352172,0.0,0.23289248545964558,0.13333333333333333,0.15711779197057088,0.2161903182665507,0.22489027976989745
RAN,0.0,0.0,0.0,0.0,0.9780946095784505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
SAP18,0.0,0.8328983306884765,0.0,0.0,0.8328878839810689,0.864041789372762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
MRPL57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RPL21,0.005077199141184489,0.23073041439056396,0.06907147169113159,0.05964310963948568,0.17437681357065837,0.09138185977935791,0.1310537060101827,0.1576693852742513,0.13249016205469769,0.1106956442197164,0.0016887744267781576,0.021753366788228354,0.0,0.006027654806772868,0.028988738854726154,0.11452796459197997
GTF3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MTIF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
POLR1D,0.0,0.0,0.0,0.0,0.8963976224263509,0.9467466672261556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
FLT1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POMP,0.0,0.0,0.0,0.0,0.897871446609497,0.9452587445576985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
HMGB1,0.0,0.6815134127934773,0.6394854346911113,0.603681480884552,0.627780826886495,0.712736455599467,0.0,0.0,0.6939653436342875,0.559976045290629,0.0,0.0,0.0,0.5333333333333333,0.0,0.0
ALG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RGCC,0.0,0.0,0.9945353945096334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
TSC22D1,0.0,0.7015713651974996,0.7367573420206706,0.6812321821848552,0.6666666666666666,0.6702845414479573,0.0,0.0,0.0,0.6986356337865194,0.0,0.0,0.0,0.0,0.0,0.0
TPT1,0.004955979188283285,0.11326069831848144,0.050896720091501875,0.02815617322921753,0.15441561539967855,0.019568224747975666,0.11719330549240112,0.11042761007944743,0.06172137260437012,0.0305988073348999,0.0,7.30276107788086e-05,0.004954640070597331,0.018940138816833495,0.03608767986297608,0.06411424477895102
ITM2B,0.0,0.3065562884012858,0.4216320792833964,0.3704913854598999,0.29760465224583943,0.2702942927678426,0.36630125443140665,0.23399755954742432,0.2561177690823873,0.21470282872517904,0.0,0.19924667278925579,0.13333333333333333,0.14497562646865844,0.24283161958058674,0.1992966095606486
COMMD6,0.0,0.8052480181058248,0.0,0.0,0.7756356636683146,0.8034885009129842,0.0,0.0,0.8184466242790223,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
CLDN10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LAMP1,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941172448794047,0.0,0.0
GAS6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDRG2,0.0,0.019534496466318767,0.04938340584437052,0.043473339080810545,0.209818164507548,0.11798360347747802,0.0745295246442159,0.06281908750534057,0.03408950169881185,0.10528268416722615,0.08995298544565837,0.24824624856313068,0.18938277959823607,0.14603750308354696,0.1661189595858256,0.039638368288675944
DAD1,0.0,0.0,0.0,0.0,0.8902167797088623,0.9239725232124328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
MRPL52,0.0,0.0,0.0,0.0,0.0,0.953337017695109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
PSMB5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PSME1,0.0,0.0,0.0,0.0,0.9333333333333333,0.9634316762288412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSME2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEDD8,0.0,0.0,0.0,0.0,0.9081300218900045,0.9549067854881287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
NFKBIA,0.0,0.875074279308319,0.0,0.8792695005734762,0.8501319805781047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
RPS29,0.0,0.5904893994331359,0.0,0.0,0.6045889576276143,0.6308441241582234,0.5552376667658488,0.6155449827512105,0.5670644442240397,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.6590554118156433
RPL36AL,0.1853656768798828,0.3306983431180318,0.21896827220916748,0.2153196652730306,0.27471961577733356,0.21192646821339925,0.26330681244532267,0.2956174929936727,0.2897310733795166,0.23615650335947672,0.0,0.0,0.13333333333333333,0.1818913221359253,0.19843475818634032,0.29722949663798015
RTRAF,0.0,0.0,0.0,0.0,0.9683021306991577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
LGALS3,0.0,0.6646368900934855,0.0,0.6829685091972351,0.659436305363973,0.8333798885345459,0.0,0.654131023089091,0.0,0.0,0.0,0.0,0.0,0.6,0.7409568428993225,0.0
KTN1,0.0,0.0,0.0,0.0,0.9333333333333333,0.9769276777903239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS7,0.0,0.0,0.0,0.0,0.8819100101788838,0.9198802232742309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
SYNE2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFP36L1,0.0,0.8902744650840759,0.846161941687266,0.0,0.8829484621683756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ACTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERH,0.0,0.0,0.0,0.0,0.911447811126709,0.9501596649487813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
SRSF5,0.0,0.0,0.0,0.0,0.9333333333333333,0.9670222481091817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPC2,0.0,0.0,0.0,0.0,0.8666666666666667,0.9003130873044332,0.8906640688578288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMED10,0.0,0.0,0.0,0.0,0.8911615451176961,0.0,0.0,0.8990131696065267,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
FOS,0.06666666666666667,0.37119284470876057,0.24989937941233317,0.2429019292195638,0.33288791179656985,0.3999761740366618,0.15540633996327718,0.20732460021972657,0.20825071732203165,0.32145597139994303,0.0,0.14931151072184246,0.10255966981252035,0.07722897926966349,0.13849443594614666,0.1326986829439799
SLIRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CALM1,0.0,0.0,0.7922503391901652,0.0,0.7699859142303467,0.8646335959434509,0.0,0.7573410669962565,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
NDUFB1,0.0,0.0,0.0,0.0,0.9642796595891316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
IFI27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG3,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.964570959409078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSP90AA1,0.0,0.5080847978591919,0.33146986564000447,0.3563796480496724,0.43950812419255575,0.47087997595469155,0.28451035817464193,0.4069555878639221,0.41630098819732664,0.31077191829681394,0.0,0.3261057734489441,0.0,0.26666666666666666,0.35310541788736977,0.0
ANKRD9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKB,0.0,0.8301999012629191,0.0,0.0,0.0,0.890439490477244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.868983781337738,0.0
ATP5MJ,0.0,0.7159193197886149,0.0,0.0,0.6907530466715495,0.779109521706899,0.0,0.7034255743026734,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6807521939277649,0.0
CRIP2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211890,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRP14,0.0,0.3476277947425842,0.3920115907986959,0.34741370677947997,0.3340204914410909,0.5434046983718872,0.25361536343892416,0.3098380168279012,0.39378479719161985,0.33941733837127686,0.0,0.2,0.0,0.2227656602859497,0.36649856964747113,0.25375136534372966
ENSG00000261183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SPINT1,0.0,0.0,0.0,0.0,0.9333333333333333,0.9507396499315898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDIA3,0.0,0.0,0.0,0.0,0.8445905447006226,0.8873522202173869,0.0,0.8622255047162374,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SERF2,0.0046852787335713705,0.05807827711105347,0.05672139326731364,0.06283802191416422,0.1604074994723002,0.27185553312301636,0.09916447003682455,0.3363455096880595,0.04311066468556722,0.08916464646657309,0.0,0.038192494710286455,0.0009442766507466634,0.004578487078348795,0.16720838944117228,0.04195959170659383
B2M,0.1265889286994934,0.06539347966512045,0.37079787254333496,0.13166009187698363,0.19078508218129475,0.24551018079121908,0.24527440071105958,0.0518134593963623,0.07876627842585246,0.1198643167813619,0.009602701663970948,0.13492152293523152,0.03494248787562052,0.0,0.12324983278910319,0.34006539583206175
DUT,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EID1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RSL24D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CCPG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GTF2A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ANXA2,0.0,0.0,0.0,0.7809049089749655,0.7624418338139852,0.8291496753692627,0.0,0.8074063340822856,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.0,0.0
TPM1,0.0,0.0,0.0,0.0,0.8392018636067708,0.0,0.0,0.0,0.9220758636792501,0.9056650956471761,0.0,0.0,0.0,0.8,0.0,0.0
